상품명,주종,도수,용량,한 줄 설명,태그,맛,향미그래프,설명,
삼양춘 탁주,탁주,12.50%,500ml,"인천 송도의 명물, 세 번 빚어 만든 귀한 탁주",#맛 밸런스 최강 #고급술에 붙는 '춘',"단맛, 신맛, 씁쓸한 맛의 완벽 밸런스",단맛:3|산미:2|:씁쓸:2|바디:4|탄산:0,"[삼양춘 탁주], 어떤 맛을 갖고 있나요?

삼양춘은 프리미엄 탁주 중 드물게

단맛이나 신맛이 크게 도드라지지 않습니다.

적당한 단맛과 산미가 끝에 적절한 쓴맛과 함께 어우러져

좋은 밸런스를 이루는데요.

특유의 진한?쌀향과 혀에 남는 고운 입자의?쌀 잔감이

좋은 술을 마신다는 느낌을 남깁니다.

질리지 않는 맛을 가지고 있어 혼술로 또는 연인, 친구들, 가족과

프리미엄 탁주 '삼양춘' 한잔 어떠신가요?

[삼양춘 탁주], 어떤 음식과 잘 어울리나요?

삼양춘은?일반 백반상하고 즐기시기 좋습니다.

좋은 밸런스를 가진 '삼양춘 탁주'를 밥, 반찬, 김치와?함께

한 잔 곁들이면 신세계를 경험해볼 수 있습니다.

12.5도의 깊은 풍미를 가진 막걸리인만큼

와인 잔에 향을 느끼며 즐기시는 것을 추천합니다!

[삼양춘 탁주],?알고 마시면 더 맛있어요!

강화도 햅쌀을 이용해 만들고 50일이 넘는 시간 동안

1차, 2차, 3차 발효를 통해 총 세 번 빚는 삼양주인 '삼양춘'은

숙성 기한 또한 70일~100일 동안 거쳐

맛과 풍미가 한층 더 깊어집니다.

예로부터?맛과 향이 뛰어난 고급술의 이름에만 붙었다는

‘춘'자가 무색하지 않은 프리미엄 탁주입니다.
",
황금보리 25%,증류식소주,25.00%,375ml,홍성에서 생산된 보리를 통째로 발효해 만든 증류주,#풋사과를 깨문 듯 #산뜻한 여운,풋사과에서 느낄 수 있는 산뜻함을 가진 증류주,"향의 계열:달콤1,화사2|연상되는 향:풋사과|향의 강도:3|여운:2|바디:2","[황금보리?25%],
어떤 맛을 갖고 있나요?

술을 머금자마자?풋사과를 한 입 베어 문 듯한

산뜻함이 가득 퍼져요.?

그 뒤에는 알코올 도수로 인해?

혀가 살짝 얼얼해지는?것을 경험해보실 수 있습니다.?

술을 마신 뒤에 입맛을 다시면 느껴지는 쌉쌀함과 함께

산뜻한 여운이 다시금 올라와 입안에 머무르게 될 거예요.
?
[황금보리?25%],
어떤 음식과 잘 어울리나요?

살짝 기름지지만 새콤한 소스를 곁들인 음식과 함께 드셔보세요.

대표적인 음식으로 꿔바로우 같은 요리 말이에요!?

음식을 한 입 베어 물자마자 맛볼 수 있는

새콤한 소스는 술의 산뜻함과 어우러지고,?

음식을 씹으면서 입안에 발라진 기름진 맛은

술의 알코올 감이 싹 씻겨 내려주기 때문이죠.
?
[황금보리?25%],
알고 마시면 더 맛있어요!

홍성에서 생산되는 보리로 고두밥을 쪄서

누룩과 함께 발효 과정을 거쳐요.?

이때 보리는 좋은 영양분과?보리만의 고소한 풍미를 살리고자

껍질을 제거하지 않고 통째로 발효시킵니다.?


완성된 발효 원주는 감압식 증류 방식을 통해 소주를 내리는데요.

낮은 온도에서 끓는 성질을 활용하여

열을 가할 때 생길 수 있는 누른 내를 배제한 만큼

깔끔한 맛을 낼 수 있는 특징을 가지고 있습니다.


마침내 완성된 증류 원액은 도수에 맞게 가수를 한 뒤,?

1달 이상 숙성 기간을 거쳐 완성됩니다.
",
해창 9%,탁주,9%,900ml,땅끝마을 해남에서 만드는 無감미료 막걸리,#부드러운 질감 #참외처럼 시원한 단맛,고운 입자감을 가진 새콤달콤한 막걸리,단맛:2|산미:3|씁쓸:2|바디:3|탄산:0,"[해창?9%],?어떤 맛을 갖고 있나요?

참외에서 느낄 법한 시원한 단맛과

새콤한 산미가 입안 곳곳에 침투해요.

그리고 술의 고운 입자감 덕에

입 전체를 부드럽게 덮는 듯한 느낌을 경험할 수 있을 거예요.

술을 넘긴 뒤에는?쌀의 고소한 풍미가 남으니

놓치지 말고 음미해보세요.


[해창?9%],?어떤 음식과 잘 어울리나요?

막걸리와 즐기는 음식이라면 대부분 잘 어울리는 편이에요.

막걸리의 영원한 단짝 안주인 부침개와 즐긴다면

술의 산미가 기름진 맛을 가볍게 잡아줄 테고,

매콤한 두부김치와 곁들여도

술의 부드러운 바디감이 매운맛을 가려줄 거예요.

게다가 술의 고소함과 두부의 담백함이 어우러져

고소한 풍미도 더 극대화된답니다.


[해창?9%],?알고 마시면 더 맛있어요!

해창?9%는 땅끝마을 해남에서 만드는 술이에요.

발효는 고온에서 약?5~6일,?숙성은 저온에서 약?20일간 이뤄지며,

막걸리 한 병을 만드는 데 한 달 가까운 시간이 든다고 합니다.

발효에 사용하는 재료로는?다른 감미료 없이

찹쌀과 멥쌀만을 사용해요.

그 덕에 날카롭고 느끼한 단맛보다는

깊으면서도 잔잔한 단맛을 갖고 있답니다.

",
드랍더비트,기타주류,14%,375ml,제주에서 재배한 레드비트로 만드는 술이에요,#산뜻하게 퍼지는 쌉쌀함 #자 비트 주세요!,야채주스를 마신 것처럼 산뜻하게 퍼지는 쌉쌀함,단맛:2|산미:2|탄닌:2|바디:2|탄산:0,"[드랍더비트],?어떤 맛을 갖고 있나요?

방금 막 밭에서 비트를 캐온 듯,?옅은 흙냄새를 풍기는 술이에요.

술을 마시자마자 느껴지는 은은한 단맛은

혀에 맴돌다 금방 사라질 거예요.

그 뒤로?야채주스를 마신 것처럼

산뜻하게 올라오는 쌉쌀함만이 남을 테니까요.
?
[드랍더비트],?어떤 음식과 잘 어울리나요?

새콤한 소스를 곁들어서 먹는 샐러드와 함께 해보세요.

소스의 새콤한 맛이 술의 쌉쌀한 마무리를 가볍게 가려주거든요.

게다가 술의 산미도 더욱 생동감 있게

즐길 수 있도록 이끌어줄 거예요.
?
[드랍더비트],?알고 마시면 더 맛있어요!

드랍더비트(Drop the beat)라는 말은

힙합 문화에서 랩을 시작하기 전

음악을 틀어달라는 의미로 사용하고 있어요.

양조장 대표님은 박자를 뜻하는 비트(beat)와

술의 재료인 비트(beet)가

발음이 같다는 점을 활용하여 이름에 재미를 더하고 싶으셨대요.

그렇게?영어 철자만 바꿔서 드랍더비트(Drop the beet),?

?말 그대로?‘비트로 만든 술 주세요!’라는 이름이 탄생하게 된 것이죠.?
",
시그니처 나인 [1병/2병/6병],탁주,9%,375ml,주니퍼베리?건포도?배즙을 넣고 두 번 발효한 수제 막걸리,#산뜻한 풀 향 #쌉쌀한 여운,가벼운 질감을 가진 새콤쌉쌀 막걸리,단맛:1|산미:3|씁쓸:2|바디:2|탄산:1,"[시그니처 나인],?어떤 맛을 갖고 있나요?

먼저?시원한 배 향에 이끌려 잔에 코가 저절로 향하게 만들어요.

입에 대는 순간에는?산뜻한 풀 향이 입안 가장자리로 퍼지고,?

신맛과 함께 떫은맛이 잔잔하게 올라오는 것도 느낄 수 있어요.

가벼운 질감을 갖고 있어 깔끔하게 목 넘김이 지나간 뒤에는?

씁쓸한 채소를 먹고 난 뒤처럼

?쓴맛이 입에 남아 여운을 선사해줄 거예요.
?
[시그니처 나인],?어떤 음식과 잘 어울리나요?

가벼운 질감을 가진 술인 만큼 가벼운 안주와 함께 즐겨보세요.?

술과 음식 모두 부담이 없는 편안함에

쉽게 손이 가게 될 뿐만 아니라,

술의 쌉쌀한 풍미가 입안 곳곳에 퍼지게 되면서

가벼운 안주뿐이더라도 풍성함을 느끼게 해준답니다.

게다가 산미를 가지고 있어

기름진 음식과도 좋은 궁합을 선사하는데요.

미나리 삼겹살처럼?쌉쌀한 채소를 곁들여 먹는 음식이라면

술의 쌉쌀한 여운과 어우러져 더할 나위 없이 잘 어울릴 거예요.
?
[시그니처 나인],?알고 마시면 더 맛있어요!

씨막걸리의 시그니처 제품인?시그니처 큐베에서

바디감과 도수를 낮추고 음용성은 높인 라이트 버전이에요.?

쌀?누룩과 함께?주니퍼베리?건포도?배즙을 넣고?

2번의 발효 과정을 거친 이양주랍니다.

또한 씨막걸리의?C에는?천연의 컬러 푸드를(Colourful)?

창의적으로(Creative)?조합하여 세계적으로(Cosmopolitan)?

널리 알릴 오늘날의(Contemporary)?

우리나라 전통 수제(Classical Craft)?

막걸리라는 뜻이 담겨있어요.
",
"제주, 동백",기타주류,14%,375ml,제주도의 동백꽃으로 만든 매력적인 분홍빛의 술,#화이트 와인 같은 산뜻함 #은은한 단맛 뒤 느껴지는 고소함,화이트 와인 같은 산뜻함 뒤로 느껴지는 은은한 달콤함,단맛:3|산미:2|탄닌:0|바디:2|탄산:0,"[제주, 동백],?어떤 맛을 갖고 있나요?

향을 맡으면 화이트 와인 같은 산뜻함이 코에 전해지지만,?

맛을 보면?은은한 달콤함이 입안에 스며들 거예요.?

그 뒤로 상큼함이 올라오며 존재감을 드러내기도 하죠.?

가벼운 목 넘김이 지나가면?약간의 씁쓸함과

고소함이 입안에 남으면서?여운을 선사해줄 거예요.
?
[제주, 동백],?어떤 음식과 잘 어울리나요?

가벼운 술맛을 지켜줄 수 있도록 술처럼

무겁지 않거나 간단하게 곁들일 수 있는 음식과 즐겨보세요.?

살짝 짭조름한 안주와 함께해도 좋아요.?

달콤한 술맛과 어우러지며 기분 좋은 단짠 조합을 선사해준답니다.
?
[제주, 동백],?알고 마시면 더 맛있어요!

제주, 동백은 제주도의 동백꽃을 주원료로 빚은 술이에요.

술의 매력적인 분홍색은 동백꽃과 적채로부터

자연적으로 얻은 빛깔이며,

붉은 동백꽃 꽃말이?‘누구보다 그대를 사랑한다’인 만큼

사랑하는 연인과 특별한 기념일에

즐기기 좋은 술로 추천해 드립니다.
",
용 25%,증류식소주,25%,375ml,용의 기운이 담겨있는 깔끔한 증류식 소주,#청렴하고 깔끔해요 #구수한 풍미,맑고 깔끔하지만 살짝 매콤하기도 해요,향의 계열:달콤2|연상되는 향:쌀밥|향의 강도:2|여운:2|바디:3,"[용 25%], 어떤 맛을 갖고 있나요?

쌀의 눅진한 단 향이 알코올을 타고 시원하게 풍겨요.

매운 향으로 인해 코끝이 살짝 찡해지기도 하죠.

맛에서는 달큰함이 가장 먼저 느껴지다가

혓바닥에 매콤함이 스며들어 아려오기도 할 거예요.

술을 넘긴 뒤에는 구수한 풍미도 스멀스멀 올라오지만

전체적으로?맑고 깔끔해서 짧은 여운으로 끝나게 돼요.
?
[용 25%], 어떤 음식과 잘 어울리나요?

술을 넘기고 높은 도수로 인해 상쾌함이 피어오를 때쯤

청량감이 넘치는 시원한 음식을 한 입 곁들여보세요.

입안에 선풍기라도 틀어 놓은 듯 시원한 느낌이 맴돌며

군더더기 없는 깔끔함을 경험하게 될 거예요.
?
[용 25%], 알고 마시면 더 맛있어요!

양조장 대표님께서는 전 재산을 투자하여 뛰어든 양조였기에

초반에 많은 어려움을 겪으셨다고 해요.

그러던 어느 날 양조장에서 잠깐 잠이 든 사이에

여의주를 물고 하늘로 올라가는 하얀 용꿈을 꾸게 되었대요.

그 후 마음을 다잡고 버텨내며 8년의 긴 세월이 흘러

용 소주가 출시하게 되었죠.
",
아치 23%,일반증류주,23.00%,375ml,가을 낙엽 닮은 달콤한 향을 지닌 감 증류주,#짙은 감의 풍미 #고소한 여운과 깔끔한 마무리,가을 낙엽의 단내를 닮은 향,"향의 계열:화사2|연상되는 향:인삼,해초,단감|향의 강도:3|여운:3|바디:3","[아치 23%], 어떤 맛을 갖고 있나요?

가을 아침 산행길에서 한 번쯤은 경험했을 법한

낙엽의 단내를 닮은 향이 싱그럽게 풍겨요.

술을 한 모금 들이켜는 순간,

혓바닥 위로?감의 풍미가 농도짙게 내려앉기도 하죠.

홍시의 과육을 먹는 것처럼 묵직한 바디감을 갖고 있으며,

목을 넘긴 뒤엔 고소한 여운이

잠깐 퍼지게 깔끔하게 마무리될 거예요.

[아치 23%], 어떤 음식과 잘 어울리나요?

타닌이 풍부한 레드와인을 육류와 함께 먹듯이,

아치 23%도?고기 요리와 함께?즐겨보세요.

사실 타닌 하면 빠질 수 없는 게 감이거든요.

술을 닮은 달짝지근한 맛까지 더한 음식과 함께한다면,

스테이크 한 점에 와인 한 모금 부럽지 않은

궁합을 경험할 수 있을 거예요.

[아치 23%], 알고 마시면 더 맛있어요!

아치 23%은?감으로 만든 증류주예요.

아치는 작은 까치를 의미하는데,

작은 까치들이 홍시를 먹으며 겨울을 날 수 있도록

꼭대기에 있는 감은 따지 않고 두던 풍습을 술에도 입혔답니다.

라벨 그림에는 이 배려에 감동한 까치가

창밖에 술을 두고 가는 듯한 모습을 표현했으니,

마시기 전에 꼭 확인해 보세요!

",
오메기술 13%,살균약주,13.00%,375ml,오메기떡을 발효시켜 만든 약주,#차조로 만든 제주 전통떡 #미친 감칠맛,좁쌀 특유의 고소한 향과 부드러운 단맛,단맛:3|산미:2|:씁쓸:2|바디:3,"[오메기술 13%],
어떤 맛을 갖고 있나요?

좁쌀 특유의 고소한 향을 은은하게 풍기는 술이에요.

물처럼?부드러운 질감에 고소함과 단맛이

은은하면서도?잘 어우러지는데요.

목을 넘긴 후에도 여운이 길지 않아서

깔끔하게 부담 없이 마실 수 있습니다.

[오메기술 13%],
어떤 음식과 잘 어울리나요?

짙은 감칠맛 덕에?육회나 치즈처럼

풍부한 맛을 가진 음식과 잘 어울립니다.

여느 약주와 달리 굉장히 부드러운 바디감을 가지고 있어서

시원하게 단독으로 마시는 것을 추천해 드립니다!

[오메기술 13%],
알고 마시면 더 맛있어요.

‘오메기술’은 몰라도 ‘오메기떡’ 아는 사람 소리 질뤄~~

제주도 방언으로 오메기는 ‘좁쌀’을 뜻합니다.

좁쌀로 빚은 떡을 오메기떡이라고 하는데요.

이것을 발효 시켜 만든 술이 ‘오메기술’입니다.


제주도는 예로부터 현무암 베이스의 지형이라

쌀 농사가 적합하지 않았다고 합니다.

때문에 쌀이 귀했던 제주에서는 쌀 대신

많이 재배하는 차조로 술을 빚기 시작했고

그로 인해 제주만의 특별한 전통주

‘오메기술’이 탄생하게 되었습니다.
",
"제주, 유채",기타주류,14%,375ml,제주도의 유채꽃을 채취하여 만든 발효주,#제주도의 봄을 담은 술 #달콤함 그리고 산뜻한 마무리,달콤한 화이트 와인을 연상시켜요,단맛:4|산미:2|:탄닌:0|바디:2|탄산:0,"[제주, 유채],?어떤?맛을?갖고?있나요?

새콤한 향이 지나간 후 견과류에서

?느낄 수 있는 고소한 향이 올라와요.

마치?달콤한 화이트 와인을 마신 듯?

입 안 가득 달콤함이 전해집니다.

입 안 가장자리를 자극하는 은은한 산미는

술의 맛이 단맛으로만 지배되지 않도록 받쳐줘요.

술을 마신 뒤 여운이 길지 않은 덕에?

산뜻하게 마무리하기 좋습니다.

16도라는 낮지 않은 도수를 가지고 있기 때문에

달콤한 맛에 홀려 홀짝홀짝 마시다간 금방 취할지도 몰라요!
?
[제주, 유채],?어떤?음식과?잘?어울리나요?

감칠맛 짙은 음식과 드시는 것을 추천해 드려요.

가볍게 느껴졌던 술의 맛을 허전하지 않도록

풍성하게 채워주는 역할을 한답니다.

묵직한 풍미를 가진 고기 요리는

오히려 술의 맛을 가려버릴 수 있으니 피하시는 것을 추천드려요.
?
[제주, 유채],?알고?마시면?더?맛있어요!

제주도 서귀포 지역에서 피는 유채꽃으로 만든 술이에요.

봄에 채취한 유채꽃을 건조한 뒤 포도당과 효모를 넣고?

45일간의 발효 및 숙성 과정을 거칩니다.

여과와 청징까지 마친 술은 맑은 노란 빛깔을 띠는데요.

마치 눈부시게 아름다운 봄날의 유채꽃밭을 떠오르게 합니다.

?
제주도의 유채꽃으로 빚은 술이기 때문에 전통주로 분류하지만,

꽃은 과일이나 곡류에 포함되는 재료가 아니기에

약주나 과실주가 아닌 기타주류로 분류된 술이에요.
",
